,작성일,작성자,제목,내용
1277,2017-09-17,yej6994r,,간호사 의료법일부개정반대 국회입법예고 서명을 하려면 가입을 해야하지만 반대서명 꼭 부탁드립니다. 간호조무사도 시험을 보고 자격증 을 땁니다. 의원급에서는 간호사의 역할의 일부분을 하기도 합니다. 그들의 역할을 비하하는 것이 아닙니다. 다름 을 말하고 싶습니다. 간호사는 면허증 을 보유하고 있습니다. 의료법에 대해 배울 때 교수님께서 해주신 말씀이 있습니다. 면허 란 생명과 연관된 행위를 하는 사람들에게 주어진다고 하셨습니다. 이런 의미에서 우리의 운전면허증 도 그러합니다. 간호사는 표면적으로 드러나는 역할 말고도 많은 의료인들과의 의사소통을 해야하기에 그 과정에서 많은 의료 간호지식들이 있어야 하고 가장 가까운 곳에서 환자의 상태를 파악하여 의사와 의사소통을 해야하고 의사의 처방을 한번 더 확인하여 환자의 대변자가 되어야 하는 존재입니다. 그래야하기 때문에 4년의 기간동안 간호지식을 배우고 실습하고 국가고시라는 시험을 보는 것입니다. 간호 수요가 증가하면 간호사의 권리를 존중해 주고 간호법을 제장하여 그들의 권리를 보호해 주어 그들의 처우를 개선하여 국민들이 환자들이 질 좋은 의료를 받아야 한다고 생각합니다. 인원 때문에 간호조무사가 간호사 역할을 하게되버리면 잠정적으로는 간호 수요가 완화 될런지는 모르겠습니다. 하지만 우리 국민들 환자들은 낮은 의료 혜택을 받을 것이라 생각합니다. 간호사는 환자의 대변인 옹호자 인 동시에 간호제공자 의사소통자 조정자 관리자 변화촉진자 교육자 연구자 상담자 지지자 지도자 입니다. 우리의 사회와 긴밀히 연관된 일입니다. 꼭 부탁드립니다 . . . . 1 7 0 9 1 2 1 5 3 8 2 3 2 5 6 제 프로필에 링크 걸어두었습니다
1276,2017-09-20,so_shine__,,170920 천안에서달려온 쪼랭이와 노징어 홍대가 처음인 찌뤵씨에루. 무리스러운 도전같았지만 절대 후회없고 성공적인 실습 중 강연 들으러 가기 김리연 선생님의 간호사인생은 물론 요즘 이슈시사에 대해 생각을 정리할 수 있었고 면접팁 등등 하나하나 너무 유익하고 따뜻했다 부끄러워서 싸인받을때 눈도 못마주쳤다능 인상이 인자하신 남편님 함께 사진찍어주셔서 감사합니다 짝짝짝짝짝. 엄마가 22살 딸래미에게 흔쾌히 사준 나이팅베어 우리어무최고짱 간호법 만들어주세요 이제다시고시원으로..별 간호사라서다행이야 김리연간호사 당신의꿈을응원합니다
361,2017-09-22,jadore_nyc,,김의원님 도대체 뭐가 먼저입니까 간호법이나 먼저 만들어주세요. 제발요 간호법 제정 대국민 서명 운동 한지 몇년이 지나도 아직도 없는 간호법이 더 문제가 아닐까요
1275,2017-09-27,gyesan_museum,,오늘의 수요유물기행 주인공은 교련복 입니다 . 교련복은 교련수업때 착용한 의복인데요. 1968년 김신조 등 북한 공작원들의 청와대 습격사건이 일어난 이듬해인 1969년에 고등학교 이상의 교육기관에서 재학 중인 일반 학생들에게 실시된 군사교육훈련 과목입니다. . 교련 수업이 있는 날에는 교련복을 착용하고 남자 고등학생들은 카빈 소총이나 16 소총의 모형을 들고 제식훈련과 총검술을 배웠고 여자 고등학생들은 응급처치 붕대법 간호법을 배웠습니다. . 교련 수업의 폐지는 대학 교련은 1988년에 폐지되었고 고등학교 교련은 단계적으로 총검술 제식훈련 폐지를 거쳐 1997년부터 필수가 아닌 선택과목으로 전환되어 사실상 폐지되었습니다. . 넉넉하지 못했던 70 80년대 학생 시절 교련복이 학교에 등교할 때는 교복으로 외출할 때는 외출복으로 다용도 의상이었던 교련복 . 4층 옥상 한복체험과 함께 교련복 체험도 즐겨보아요 무료 어른분들에게는 추억이 아이들에겐 새로운 경험이 될 거 같아요 . . 계산지구촌박물관 교련복 교련수업 옛날교복 교복체험 대구박물관 체험학습 대구가볼만한곳 대구관광지 근대골목 골목투어
1274,2017-11-25,1__s_h,,대한민국 간호는 광야를 지나는 어려움 가운데 있지만 미래는 분명히 밝다 대한민국 간호사 힘냈으면.. . . 간호대학생공개강연 널스라이프 대한간호협회 간호법제정 간호사화이팅 스타벅스주세요
1272,2017-12-03,yes____2reum,,신랑의 아픈와이프 간호법 너뭐냥 화풀이하지마롸 아들한테옮음 여긴어디나는누구 지정신아님 주말 일상 애미는아프면안된다
1271,2017-12-25,kkror._,,한참 아플때 체온조절 안되서 보일러 빵빵하게 틀어도 춥다고 덜덜덜 이불 두개꽁꽁싸매고 덜덜 떨고있으니 오빠가 잠시만 하더니 뿌시럭뿌시럭.. 깔깔이가져오심 . . 오빠만의 간호법 배간 깔깔이 환자패션 대구 신혼부부 사랑표현 첨엔웃었는데 넘나따순것 이제내꺼 크리스마스 신혼집 인테리어
1270,2018-02-18,happy.eunna,,많이 알려져야할 문제입니다.. 묻혀지지 않기를.. 진상규명해서 가해자처벌되고 억울함이 풀어지도록 알리고싶습니다 서울아산병원 박선욱 간호사의 자살.. 선배의 괴롭힘 간호사세계의 태움.괴롭힘.따돌림문화. 간호사들을 보호해줄 법 없음. 업무과다. 철저히 진상규명해서 피의자의 처벌과 법마련이 필요합니다.. . 묻혀지지 않기를... 널리 알려지기를.. 청와대 청원 1. . . 141632 간호사자살 간호사 간호법제정 서울아산병원 서울아산병원간호사 간호사진상규명 억울한목숨 제발바뀌길 청와대청원 태움문화 업무과다 악순환
1269,2018-02-21,selena.han,,연약한 영혼을 지닌 탓이라고 감히 우리가 그렇게 말할 수 있을까. 그리고 그 죽음을 자살 이라고 우리가 그렇게 쉽게 언급할 수 있는 걸까. . 2월 16일 죽음을 택한 신규간호사의 비보를 접하고 나는 왠지 모를 아주 많이 미안한 마음이 들었다. 그리고 많은 것이 떠올라 너무 괴롭다. 죽음을 선택해서라도 그 나쁘고 못된 사람들과 사회 그 힘든 하루 그리고 무엇보다 그 사이에서 아무것도 아닌 게 된 나 자신으로부터 벗어나고 싶었을 그 심정을 나도 기억한다. 나도 같은 경험을 했으니까. . 직장동료로서의 대우까지는 기대하지 않았지만 최소 가르침을 받는 후배나 사람으로서는 대우받고 싶었다. 실수하면 그 실수를 비관하고 비꼬고 소문을 내더라도 그런 다음에라도 잘 모르고 잘 못하는 것이니까 누군가 가르쳐주길 바랬다. 부당한 일에 아니라고 대신 나서주지는 않더라도 내가 아니라고 했을 때 누군가 들어줄 거라 생각했다. 오늘은 정말로 인신공격이나 나쁜 말만 안해주면 좋겠다 하고도 생각했다. 어렵고 더럽고 위험한 이 일이 버거운 것보다 사람과 조직문화가 힘들었다. 잠도 잘 못자고 병원얘기로 가득한 꿈도 자주 꾸고 요즘 더 힘이 든다고 했을 때 정신과가서 상담받고 수면제 타먹어 보라는 말이 나에게 준 상처는 정말로 나 스스로를 감당할 수 없게 만들었고 아직도 그렇다. 사람 인간 에 대한 신뢰와 기대 사랑 같은 소중한 것들을 잃었다. . 무엇보다도 내가 무서웠던건 그들의 문장을 빌리자면 이것밖에 안되는 나에게 이런 아무것도 아닌 내 손에 누군가의 생명이 왔다갔다 한다는 사실이었다. 20층 아파트 베란다에 서서 찬바람을 맞으면서 그냥 다 끝났으면 좋겠다 하고 생각했다. 엄마 목소리를 듣고싶어 전화를 걸었는데 갑자기 눈물이 나서 처음엔 정말 아무말도 하지 못했다. 거의 반 년 아니 어쩌면 살면서 한번도 사는 게 너무 힘들다고 말해본 적이 없어서 무슨 말을 해야할지 몰랐던 것 같다. 엉엉 울었다. 엄마는 다 괜찮다고 했다 일 그만둬도 괜찮다고. . 간호학과에 와서 정말 누구나 인정해줄 만큼 열심히 공부했고 내 두 손으로 생명을 살리고 누군가의 아픔을 만질 수 있는 사람이 되리라 꿈꿨다. 그리고 가고싶었던 병원에 취직했다는 것이 자랑스러웠다. 내 몸이나 마음이 아파도 나는 내 일이 자랑스러웠다. 나는 좋은 간호사가 되고 싶었다. 한국과 임상을 떠났지만 아직 그렇게 꿈을 꾼다. . 나는 사실 이 모든 일이 어디서부터 문제인지 잘 모르겠다. 어떤 사람들은 간호라는 직업적 특성에서 그 문제가 온다고 하고 어떤 사람들은 간호인력이 부족한 것이 문제라고 한다. 어떤 사람들은 간호법부터 있어야 한다고 하고 대학 교육이 언급되기도 하고 또 어떤 사람들은 개인의 인간성을 탓한다. 잘 모르겠다. 하지만 내가 말할 수 있는 건 여러 사람들이 문제가 있다고 받아들인다면 아마도 무언가 바뀔 수 있고 그리고 우리나라 간호사들이 이 직업을 계속 사랑하고 해나갈 것이라는 나는 그렇게 믿는다 사실이다. . 나는 이 모든 일이 당신이 바보이거나 연약하기 때문이 아니라고 말해주고 싶다. 그리고 사람들이 묻지 않았으면 좋겠다 꼭 죽어야만 했을까 라고. 진심으로 고인의 명복을 빕니다. 그리고 너무 미안해요... . .. . 간호계는 나라를 대표하는 올림픽선수도 없고 빙상연맹도 아니라 사람들이 어떻게 생각할지 그리고 어쩌면 이런 글을 쓰는 나를 관종이라고 느끼진 않을지 모르겠어요. 하지만 저는 정말로 신규간호사의 사 이직률이 34 에 달하는 데 이 조직문화 라 언급되는 부분이 크다고 느낍니다. 이 일이 있고 한국에 있는 여러 후배들과 친구들에게서 연락을 받았는데 모두가 너무나 괴로운데 우리는 표창원의원님도 없고 뉴스도 안나고 그래서 너무 답답해서요.. 읽어주셔서 감사합니다. 그리고 막 떠오르는 그럼에도 불구하고 좋은 간호사라 불러주셨던 환자 보호자분들 감사합니다.. . 신규간호사 태움 고인의명복을빕니다
1268,2018-03-21,burtsbeeskr,,소중한 우리 아이와 교감하는 가지 방법. 스킨십을 해주세요 엄마의 뱃속에서 9달동안 있었던 아기들은 계속해서 엄마와의 스킨십을 그리워 한다는 사실 알고계셨나요 엄마의 가슴에 아기의 가슴을 대고 등을 쓰다듬는 캥거루 간호법은 엄마와 아기의 애착관계 형성과 아기의 호흡을 안정시키는데 좋답니다. 마사지를 해주세요 아기를 키우는 부모님들이 가장 행복할때는 우리 아기가 웃음짓고 즐거워 할때죠 목욕 후 아이에게 버츠비 베이비 비 너리싱 베이비 오일로 사랑하는 마음을 담아 마사지 해주시는거 어떨까요 끈적임 없는 촉촉한 오일마사지 로 기분좋아하는 아이의 모습과 즐거운 옹알이를 들으실 수 있을꺼예요. 믿고 사용할수 있는 100 내추럴 성분 너리싱베이비오일 로 소중한 우리아이와 교감해보세요. 버츠비 버츠비베이비 베이비비오일 아기화장품 아기오일 천연오일 스킨케어 마마비 맘스타그램 뷰티스타그램 육아맘 버츠비동물실험반대 출산선물
360,2018-03-30,jadore_nyc,,참 이해가 안가는 기사에 화가 납니다. 간호사들 일에 의사가 끼어서 감놔라 배놔라 하네요. 이러니 간호부가 맨날 진료부 눈치를 보지. 2018년 소위 선진국에 들어간다는 우리나라. 의원들도 헛소리 다 집어치우고 간호법이나 먼저 만드는게 우선순위 아닌가요 우린 우선순위의 마스터니까 그렇게 얘기할 수 있다는 간호사 문제를 의사한테 가서 물어보는 거는 뭔가요 대한민국 간호사 전체가 파업 해봐야 정신 차리겠나요 님이라운딩도시고요 님이아이브이주사다하시고요 님액팅하시고 님이베드메이킹다하시고 다해먹어라 간호법 제발요 태움 제에발요
