,작성일,작성자,내용
3453,2019-06-03,OhmyNews_Korea,일본의 중년 히키코모리 문제 한국의 미래가 될 수도 청년 청년정책 니트족 청년실업 히키코모리 . 1 4 이희재 기자
3452,2019-06-03,gunpocity,저렴한 가격에 물놀이 가자 여름방학 동안 모 두가 물놀이를 즐길 수 있는 야외 물놀이장이 개장 군포시민은 3 500원 운영 기간 2019. 7. 26. 금 8. 15. 목 운영 장소 군포시민체육광장 자세히 보기 . 2 문의 청소년청년정책과 031 390 0789 . 1135473033710166016 1
3451,2019-06-03,FF_MARUSANG,그런... 정책이 있었구나 맞아 청년정책 어쩌고 하던데 그게 저건가
3455,2019-06-03,petal_back,제가 구독하는 정부 운영 블로그가 딱 하나 있는데 바로 청년정책입니다. 중소기업 청년 전세자금 대출 도 이 블로그로 알게 되었구요. 청년대상 정책들이 자세히 포스팅되어있으니 관심 있는 비혼 청년분들은 한번 방문해보세요 비혼여성의 삶 . . . 221543976793
3450,2019-06-04,chungbuk21,청년의 눈높이에 맞춘 정책 개발을 위해 청년정책디자인경진대회 7.5 개최합니다. 청년 정책은 청년 손으로 청년 여러분의 많은 참여 바랍니다. . 21 1135721381306425344 1
3449,2019-06-04,FloralPig,청년정책 책임지겠습니다 박준희 관악구구청장 인터뷰 2.
3448,2019-06-04,norannabi420,청년온나 청년온나 이리온나 경남청년센터 개소식 청년부서 신설 등 청년정책 추진체계 확립 공약 이행 완료에 이어 김경수 도정의 2번째 청년공약 이행 오늘 청년 연결 메이커스 전문가 포함 민관추진단 가 공간구성을 논의한 지 약 3개월 만에 실현된 것. . 2 0 . 2002 1135897860807901184 1 . 2002 1135897860807901184 1
3447,2019-06-05,petal_back,비혼여성의 삶 제가 구독하는 네이버 블로그 이웃목록 공유합니다 청년정책 청년 대상 정책 홍보 스마일보이랩 워드프레스 진짜노동법 세무사 분이 운영하는데 꽤 유용 꿈날개 여성 대상 인강 정보 혹시 구독하고 계시는 유용한 블로그 있으면 추천 부탁드려요
3445,2019-06-05,___kkiriko,청년정책 대출금리 2 대 청년 맞춤형 전월세 대출 출시 출처 국무총리실.. . . 221550554650 블로그 2. 8 7
3444,2019-06-05,petal_back,청년을 위한 정책을 만들기 위해 청년들이 모였다 청년고용정책 참여단 6기 모집 . . . 221555158430 우왕
3446,2019-06-05,petal_back,청년정책 정보 트윗 . 1135400963970256897 19
313,2019-06-06,ngo8518,문재인정부와 서울시 지자체들의 청년정책 청년지원대책들 총정리해봤어요 서울시에는 청년청 무중력지대도 있고요. 좋은 괜찮은청년정책들이 참많네요 티비민생연구소 계속 많이들봐주시고요 . 6 4
3443,2019-06-07,Frei_AberEinsam,저는 약속드리는데 확신하는데 청년에 대한 정책은 가장 개혁적입니다. 그리고 그동안에 가장 정책도 많이 만들었습니다. 그 마음 그 약속 저는 반드시 계속 지켜갈 겁니다. 여기 있는 청년 여러분께 약속드립니다. 안철수 2017 . 1136779230031695872 1 . 1136779230031695872 1
3442,2019-06-07,Jinselife,쥐닭정권 시절에 20대를 보내 정책적 혜택을 못받고 존버해 30대가 됐더니 현 정권의 청년정책은 20대 사회초년생한테만 맞춰져있어 30대는 또 혜택을 못받고. 그래서 결혼 연애 육아 3포했더니 왜 애를 안낳냐고 웅앵웅. 왜 30대 청년혜택은 결혼해야만 주는건지 모르겠단 칼럼 읽고 눈물이 주르륵.
3441,2019-06-09,dislike_bananas,작년까지는 나이 먹은 양반들이 현 정부 정책이 어쩌고 저쩌고 하는 게 도대체 왜 그런가 했는데 현업 나와서 일하면서 쭉 둘러보니까 이해가 됨. 청년 정책 잘 닦아주고 있어서 고맙지만 다른 부분도 제발 잘 잡아주세요. 진짜....
3440,2019-06-09,theminjoo2017,더불어민주당 전국청년위 정책위원회 정책위원 모집 일자리경제 사회안전망 주거복지 교육문화 창업활성화 청년정책 발전을 위한 당정협의를 본격화하기 위해 더불어민주당 전국청년위원회 정책위원회가 5대 정책 의제에 대한 정책진단 및 정책제언에 함께 할 동료위원을 모집합니다. . 2017 1137628370869428224 1
3438,2019-06-10,kko216,청년정책 짱많은데 신청하지않는 사람들 불쌍해 왜 안하는거야 언능해 요즘 지원금도 많던데
3439,2019-06-10,JunKyung_Yun,정치인들 하는거 보면 고교무상급식이 더 중요한가 청년실업 문제가 심각해서 홧병환자들 우울증환자들 늘어나는데 고작 청년정책은 구직지원활동 인데... 일자리 구하는거에만 써야 된다고 함. 취업하기 전에 파트타임 일이라도 하게 공공근로 라도 기존 풀타임 . 4시간씩 할수있게 지원을 하던가
3437,2019-06-11,mediathenext,내일 보수와 진보 진영논리로 청년을 재단하지 말아 주세요 팟캐스트 내일 기자와 함께하는 내일 내일엔라디오 김민경 청년정책 청년 . . 1771643 23059880 팟빵
3433,2019-06-12,union1030,언론에서는 내년도 총선을 준비하기 시작했다는 정당들의 소식을 전하고 있는 요즘. 내년 총선이 아니라 지금 해야하는 일부터 잘하는 국회를 기대해봅니다. 청년정책의 출발선. 청년기본법 제정을 위해 마음 모아 많은 공유 부탁드려요 . 1030 1138786105744973826 1 . 1030 1138786105744973826 1 . 1030 1138786105744973826 1 . 1030 1138786105744973826 1
3435,2019-06-12,ksoyouths,여기 청년의 진짜 현실은 나몰라라 하는 두 자유주의자들이 있습니다. 이들의 한심한 청년 정책 을 이 기사에서는 선의의 경쟁 이라고 포장하고 있습니다. . . . 014 0004239867
3434,2019-06-12,miraeens,시사통영 청년이 행복한 도시..청년정책 기본계획 수립용역 최종보고회 . . 2251
3436,2019-06-12,mogef,여성가족부 는 청년이 주도하여 성평등 관점에서 청년 정책을 제안하고 문화혁신 활동을 펼쳐나갈 청년참여 플랫폼 정책 추진단을 모집합니다. 2030 대한민국 청년이라면 누구나 참여할 수 있으니 많은 관심과 지원 부탁드립니다. 자세히 보기 . 2 . 1138675592738435072 1
3432,2019-06-13,moneeygodbb,아 나 청년통장 도중 무직 되면 어캐 될 지 궁금한데. 근데 먼가 청년 정책들은 줍줍해놔서 알아도 먼가 써먹지 못할 것 같애... 눈물 나 ....
3431,2019-06-15,ksyy07671,광주광역시 시의회 청년발전특별위원회 청년정책 추진 수행기관 방문 . . . . 255853 1
3430,2019-06-15,kkrmzrngkong,20대 지지율 오른 요인 중에 우리지사님의 청년정책이 한목 했을 듯
3429,2019-06-15,petal_back,2345 아..그러시군요. 네.. 중소기업 재직자 대상 정책입니다. 해당이 어려울 것 같습니다. 너무 아쉽네요.. 그래도 청년정책 블로그에서 청년 대상 정책들이 많으니 한번 둘러보시겠어요 혹시 간접적으로나마 도움이 되는 정책을 발견하실지 모르니까요.. . 0
3428,2019-06-15,petal_back,2019년 하반기 트친비는 청년정책 블로그 이웃추가로 받겠습니다. 그럼 2
312,2019-06-16,piterparkall,한눈에 알아보는 청년정책 보고 가세요 . . . . . . . . . . . . . 대학생 청춘 대학 청춘카드 청년정책 홍보 . . 1 6 4 1
3427,2019-06-17,makeup446,이재명 2019년 경기도 일하는 청년통장 하반기 참여자 모집 이재명 경기도지사는 경기도가 지난 12일부터 오는 21일까지 2019년 경기도 일하는 청년통장 하반기 참여자 2 000명을 공개 모집한다고 밝혔다. . . . 2354505218202469 100009290427557 이재명 경기도일하는청년통장 청년통장 잡아바 청년정책 . 446 1140284886273495040 1
3426,2019-06-17,jungmin6352,청년정책이 탄탄하게 준비되어 나왔다면 다른정책을 부정적인 시각으로 보았을거같은..긍정은 부정보다 강하고 힘이있다는걸 알려주고 싶네요. 도깨비 방망이를 가지고 있는 정부가 아니라서 미안하네요 글쓴님
3425,2019-06-17,love_ptcity,평택시 평택 청년기본소득2분기 청년수당 경기도지역화폐 청년정책 청년기본소득 2분기 신청이 시작되었어요. 만 24세 청년에게 연간 100만 원을 지급되니 얼마나 든든하지 몰라요 . . 221564271780 . 1140570557953392641 1
3424,2019-06-18,hyechulson,2019 청년정책 디자인 경진대회 개최 . . . 402103
311,2019-06-18,isisanews,기획 청년정책 지역사회 활동 경험과 기회 마련해주는 출구전략 필요 ... 인천 지역과 청년 탐색 1 강의 박희정 서울시청년활동지원센터 기반조성단장 인천투데이 청년정책 기획 청년탐색 박희정 서울시청년활동지원센터 인천투데이 . . . 115032
310,2019-06-18,tay_erini,민주 청년정책 컨트롤타워 청년미래연석회의 19일 발족 . . . 421 0004047833 1 001 자문기구를 넘어 청년 정책의 조정권한을 가진 청년대책 기구로 운영될 예정이다. 일자리 주거 교육 보육 창업 부채 등 주요 의제별 분과위원회를 구성하고 청년 눈높이에 맞는 정책 대안을 마련할 계획이다. . 1140868007754752000 1
3423,2019-06-19,mediathenext,청지기 지수 2019년 6월 18일 지역주의에서 자유로운 새로운 세대에게 주어진 과제는 서울 대 비서울의 문제 미디어내일엔 청지기지수 청년정책 . . . . 2676
3422,2019-06-19,jeongukmaeil,관악구 청년이 청년정책을 말하는 청년 원탁토론회 개최 . . 221565564434
3421,2019-06-20,120seoulcall,청년정책 목돈이 없어 집 구하기 어려웠던 청년들을 위해 서울시가 2년 전부터 시행 중인 청년임차보증금 융자지원 사업 이제 신청이 더 쉬워진다고 해요 . 2 1 . 120 1141533778176667648 1
3420,2019-06-20,mediathenext,내일 다수당 당 정 청 토론회 학술 진흥정책 통한 청년일자리 확충 필요 정용욱 서울대 교수는 학술 정책은 대학생 정책이기도 하다면서 청년 정책이 용돈 더 주는 식 에 그치지 않도록 근본적으로 접근할 것을 주문했다 미디어내일엔 문송 청년일자리 . . . . 2685
3419,2019-06-21,120seoulcall,청년정책 서울시가 목돈마련이 어려워 열악한 주거환경에 놓인 청년들을 위해 전국 최초로 시행한 청년임차보증금 융자지원 사업 절차를 개선 청년들이 안심하고 편리하게 은행대출을 받을 수 있도록 하고 전산심사를 도입해 심사기간을 단축합니다. . 2 0 . 120 1141956638984687617 1
3413,2019-06-22,kor119,나경원 사진 자유한국당 원내대표가 문재인 정부의 청년 정책은 청년이 일자리를 구하는 게 아니라 스스로 일자리를 단념하게 하는 정책 이라고 22일 비판했다. 나 원내대표는 이날.. . . 2019 06 22 2019062201616. 근데 저말을 하는 자도 무슨 뜻인지 모를것
3412,2019-06-22,makeup446,이재명 경기도 일하는 청년통장 신청기간 연장 이재명 경기지사는 2019년 경기도 일하는 청년통장 하반기 참여자 2 000명 모집의 신청기간을 6월 24일 18시까지 연장한다고 밝혔다. . . . 2359248961061428 100009290427557 이재명 경기도일하는청년통장 경기도청년정책 청년통장 청년지원정책 기간연장 . 446 1142442910249394178 1
3414,2019-06-22,drboom8,503 716땐 히키코모리들이 넘쳐났었지. 그땐 취업하기 하늘에 별 따기였고 취업을 해도 벌이가 안돼서 강제적으로 히키가 될 수밖에 없었거든. 그런데 지금은 그런 히키들을 찾아보기 힘듬. 나경원 문정부 청년정책 청년들 스스로 일자리 단념케 해 다음 뉴스 . . . 20190622182349310
3417,2019-06-22,love2poem,나경원 문정부 청년정책 청년들 스스로 일자리 단념케 해 . . . 20190622182349310
3416,2019-06-22,7gura,이명박 부정부패 정권에 빌붙어 먹구살던 나경원님 님은 님의 머리로 할수 있는게 없어요 할수 있다면 집에가서 소두방 운전이나 하세요 나경원 문정부 청년정책 청년들 스스로 일자리 단념케... .
3415,2019-06-22,7gura,나르씨즘 중환자 같에 어디로 봐서 저여자가 이뿌다고 하는겨 황당하네 살인마 서테후 닮았구만 그러니 부정부패 정권에 빌붙어 먹구 살아지 나경원 문정부 청년정책 청년들 스스로 일자리 단념케... .
3400,2019-06-23,WOORRIA,포퓰리즘 최후의날... 나경원 문정부 청년정책 청년들 스스로 일자리 단념하게 해 조선일보 . . 2019 06 22 2019062201616.
3401,2019-06-23,FairToKorea,해결책 제시도 못하면서 반대를 위한 반대만 남발하는 자한당 나경원 문정부 청년정책 청년들 스스로 일자리 단념케 해 출처 연합뉴스 네이버 뉴스 . 0
3402,2019-06-23,youthideakr,나경원 문정부 청년정책 청년들 스스로 일자리 단념하게 해 . 75
3404,2019-06-23,kos5080,나경원 문정부 청년정책 청년들 스스로 일자리 단념하게 해 출처 조선일보 네이버 뉴스 . 8
3405,2019-06-23,simpuson,나경원 문정부 청년정책 청년들 스스로 일자리 단념케 해 .
3403,2019-06-23,youthideakr,나경원 문정부 청년정책 청년들 스스로 일자리 단념케 해 . 75 8 . 1142511469520551936 1
3408,2019-06-23,imyouaman,나경원 문정부 청년정책 청년들 스스로 일자리 단념하게 해 출처 조선일보 네이버 . 52
3409,2019-06-23,tong0100,나경원 문정부 청년정책 청년들 스스로 일자리 단념하게 해 문구라 출처 조선일보 네이버 . 52
3410,2019-06-23,TaoEq,나경원 문정부 청년정책 청년들 스스로 일자리 단념하게 해 출처 조선일보 네이버 뉴스 . 5
3411,2019-06-23,ksj64111,나경원 문정부 청년정책 청년들 스스로 일자리 단념하게 해 출처 조선일보 네이버 뉴스 . 0
3406,2019-06-23,tong0100,나경원 문정부 청년정책 청년들 스스로 일자리 단념하게 해 출처 조선일보 네이버 . 7
3399,2019-06-23,bdecem52,나경원 문정부 청년정책 청년들 스스로 일자리 단념하게 해 . . 2019 06 22 2019062201616. 50만원씩 받고 피씨 방에서 게임이나 하다보면 나이들고 취업은 물건너간다 일자리 2만5천개 만들었다고 게소리 치는데 알고보니 80 가 노인들 일자리다 청년들 어서 노인이 되어 취업해라 이것이 문재인 일자리다
