,작성일,작성자,내용
4309,2022-07-17,77764_,666 이거 전세사기 당한 분 만화고 . . . 222385025290 저는 아직 안봤는데 전세 구하는 사람들 보면 좋다고 추천했던 거 같어요
4310,2022-07-17,ojkms1,400채 빌라 갭투기꾼의 30대 임대사업자의 전세 사기 무려 400억원. 강력한 대책 필요. . . . 20220717 01184
4311,2022-07-17,Binn_The_Food,직접 1억을 사기 당하고 알게된 전세사기의 모든 것 . 9 7 출처
4312,2022-07-17,H_nyeo,직접 1억을 사기 당하고 알게된 전세사기의 모든 것 . 9 7 최고의 영상
4313,2022-07-17,yomemoeyome,요즘 전세 사기가 너무 많고... 다 뜯어 고쳐 살아도 집주인이 자기 실거주할거라고 거짓말 방 빼라고 통보 당해서 2년만에 쫒겨나는 상황 진짜 많 ... 걍 머리만 아픔
4298,2022-07-18,whitehair_grows,1억 사기 당하고 알게 된 전세사기의 모든 것 . 호갱구조대 . . 1 96 5 82 8 0 8 9 95 98 3 0 95 8 2 8 90 9 0 84 84 8 82 8 0 9 98 8 93 0 2 83 98 8 0 1 5 1 0 8 80
4294,2022-07-18,motherdoll,친한 친구가 전세사기에 유일한 가족 반려견 죽음 앞두고 있는데 죽겠다는 소리를 해서 너무 걱정된다 트리거 될까봐 지난번에 끝난공연도 보러오지 말라고 했는데 매일 전화하고 내가 여기 있다고 말해주고 있는데 도움이 될까..
4293,2022-07-18,FormosaKR,7 비슷한 생각인데 저는 보이스피싱 전세사기 등 탐욕 때문에 아닌 정말 선의 의 피해자를 먼저 구제해 주고 정부가 그 사기꾼놈들 잡아서 평생 노예로 노동시키며 갚아나가도록 하면 처라리 찬성할 수 있을 것 같아요.
4292,2022-07-18,hgyugyu_soohyun,전세사기나 잡아 시발
4297,2022-07-18,bombomforwhwn,진짜 한자리에 몇명씩 해놓고 이제와서 자리없다고 하는거 아니냐 뭔 전세사기야
4295,2022-07-18,cobgor,요즘 전세 사기 이렇게 칩니다 서울 공인중개사가 알려주는 전세 사기 예방법 . 러셀 . 0 70
4299,2022-07-18,carplane22,추천작 도도솔솔라라솔 환혼 배우 욱이 와 함께 출연한 라라는 부잣집 온실속에 화초처럼 세상물정 모르고 살다가 그날 시어머니 남편이 도망가고 비서가 준 돈은 전세사기 당하고 그런중에도 정신적공황없이 순진극치 뻔뻔하게 빌붙어 잘 살아가는 . . 81276344 13747225 81342843
4296,2022-07-18,Mylife_KTV,주택공급 로드맵 전세사기 대책 청년 주거지원 대책 발표 공동주택 관리비 층간소음 등 문제 해결 기반 마련 수도권 출퇴근 문제 교통비 부담 완화 새로운 경제 성장 동력 확보에 적극 나설 것 균형발전 공약 이행 골고루 잘사는 국토 실현
4301,2022-07-18,H_nyeo,전세사기 치면 사형시키는 법 나와야 되지 않음 남의 인생을 날려먹었는디
4302,2022-07-18,H_nyeo,진짜 전세 사기는 왜 치는 거임 진짜 사기 치는 애들은 다 목 잘라야됨
4300,2022-07-18,STILLMUNSONG,헬조선에서 등기 치는 것도 엄청난 업적이지 않을까 생각이 듭니다 아직도 전세사기를 보호할 법이 없는 이 나라에서 사기는 제 맘이 편치가 않군요 이거 맵다 혐관 좋아하지만 현실에서 하긴 좀 그렇지만 둘 다 저를 굳이 상대하지는 않을 것 같은데 난 후자 하는 척 하면서 977에 낄래요
4284,2022-07-19,MSONIC_Y,썰풀던사람이 안 돌아와서 궁예질 좀 해보면.. 전세사기 깡통전세니까 집주인이 전세금을 치를 수 없게 된 거 아닐까.. 명의이전만 받은 한탕주의자들은 잠적하거나 채무에 문제가 생겨서 못받은건데 이 경우는 집주인이 깨끗하고 연락도 잘 됐다고 하니깐
4286,2022-07-19,everie_days,약간 공포영화의 서막같은 느낌임 그 어떤 전세사기보다도 예측하기 어려운
4283,2022-07-19,MUNGK1109,개무서움 진짜...... 저런 전세사기 당한사람들이나 도와주지 미친넘들아...
4281,2022-07-19,PNCH166,전세사기 얘기만 보면 계약하기 무서움.. .... . .그냥 좀 싼 월세 살다가 매매하는게 낫다는 생각이 들정도
4280,2022-07-19,vo___ovw,마자 전세사기 무섭지 .. 진심 공포임 사기당하면 .. 초년생이 그걸 어케 감당하나
4285,2022-07-19,kk_k0525,전세사기 진짜 이거 엄청 알아봤는데 결론은 아무리 임차인이 등기부등본 국세 지방세 확인 매매가와 전세가 확인해도 작정하고 사기치면 임차인이 당해낼수가 없는거같음
4287,2022-07-19,jinhee7267,깡통전세... 전세사기... 그 긴 이야기를 시작해보려고해요 요즘 신축빌라들 많죠 수도권 아파트 20평대 전세가 4억이상하니까 상대적으로 저렴하고 시설좋은 신축빌라들을 많이 선호해왔죠. 저희 부동산 근처에도 2억중반대 신축빌라들이 많이 있습니다. 방3개 화2 시스템에어컨에 엘베가 있는....
4282,2022-07-19,iamsuperIH,사기치는 새끼들 진짜 다 뒤져버렸으면 좋겠다 전세사기 수법들 왜케 다양해 아우 아우 머리야 아우 아우 스트레스
4289,2022-07-19,euni0205,그렇네 보이스피싱 당한 분이나 전세사기 당한 분들한테 주면 좀 더 땀듯한 마음으로 이해할텐데 .
4290,2022-07-19,KorphoulaM,전세사기 치는 늠들 다 뒤지기 전엔 하느님 용서 못함.
4291,2022-07-19,pottootroll,전세사기 안당하는법 유툽보고 사기무력화 1 됨
4288,2022-07-19,colour_cloud,코인을 해결해주지 말고 전세사기를 먼저 도와줘야되는거 아닌가
4242,2022-07-20,a1ternatif,이 뉴스를 보고 주가조작과 경력위조가 슬퍼 함께 외쳤다. 저희도 범죄입니다. 공정하게 다루어 주세염. 젭알 갠춘허면걍리트윗 윤 전세사기 일벌백계 전세대출 금리 연말까지 동결 . . 20220720 114553129 1
4257,2022-07-20,jungphoebe,전세사기 일벌백계 심플 당당 강력 메세지. 사랑해요 대통령님 . . . 20220720136800001
4256,2022-07-20,BreakNewsCom,윤석열 대통령 전세사기 등 민생위협범죄 강력 수사 통해 일벌백계 브레이크뉴스 . . 910528
4255,2022-07-20,JD_1030,속보영상 윤 대통령 전세사기 일벌백계 임대차법 개정 논의 필요 출처 네이버 뉴스 . 5
4254,2022-07-20,JD_1030,현장연결 윤대통령 전세사기같은 민생 위협 범죄 일벌백계 출처 연합뉴스 네이버 뉴스 .
4252,2022-07-20,herbsaemgmailc1,윤 대통령 전세사기 일벌백계 임대차법 개정 논의 필요 출처 부산일보 네이버 뉴스 . 2
4251,2022-07-20,prowin98,고가.고액의 전세자금대출은 혜택을 부여하지 말아라 영끌 고가아파트 구입대출금 또한 그들이 투기를 . . 20220720 114553129 1 윤 전세사기 일벌백계 전세대출 금리 연말까지 동결
4250,2022-07-20,prowin98,윤 전세사기 일벌백계 전세대출 금리 연말까지 동결 . . 20220720 114553129 1 고가.고액의 전세자금대출은 혜택을 부여하지 말아라 영끌 고가아파트 구입대출금 또한 그들이 투기를 선택한 결과이니라.
4249,2022-07-20,Anarkism2U,. . 634567167331812 1211408499647673 윤 대통령 전세사기 같은 민생 위협 범죄 일벌백계 그래서 대출사기 장모는 언제 처벌할 건데
4248,2022-07-20,Estel_Eldalieva,진짜 건조한 질문인데 전세사기는 경찰에서 전담반을 구성하고 자시고의 문제가 아니지않나
4246,2022-07-20,ganghwa_kickdol,윤대통령 임대차법 개정 논의 필요...전세사기 일벌백계 . 91
4245,2022-07-20,oxlodoxa,전세 사기에 특단의 대책 이런 언론 기사를 보면 배꼽이 출장을 간다. 사기는 한국인의 국민 스포츠인데 이걸 갖고 웬 난리람. 쪽바리가 평가했던 조센징의 특징도 사기 근성이었는데 물론 초근목피하던 시절 사기쳤던 걸 무턱대고 나무랄 수 없겠지. 아니 나무라야지 민주화를 이뤘다면서 캑
4234,2022-07-20,grimsogro,속보 윤대통령 전세사기 단속 강력 지시... 경찰 전담반 구성하라 . . . 366 0000828839 이명박 단속이나 잘해라.
4235,2022-07-20,goodiegoose,아무래도 영웅 프로모에 나 전세사기 당한거같음
4236,2022-07-20,jinopen75,지지율 하락하니 부동산 손 대는 건가 이미 대출 금리 겁나 올려놓고 전세 사기를 잡아 경찰국 신설해 놓고 또 뭘 한다고
4237,2022-07-20,face4468,속보 윤 대통령 경찰에 전세사기 전담반 구성 강력 단속하라 출처 뉴시스 네이버 . 5
4241,2022-07-20,Su0W6okDZ3F61Z8,임대주택에 가서 전세 사기는 뭔 상관 1조나 쓰고 용궁에 갔으면 거기서 회의하면 되지 뭘 전국을 돌아다니면서 비상 회의를 하니 . . . 20220720200156930
4240,2022-07-20,felixoal,윤 전세대출 금리 동결 경찰에 전세사기 전담반 구성하라 . . 20220720 114556105 1 확실히 학습이 빠름.
4238,2022-07-20,gimeunjoo,뉴스 윤 대통령 전세 사기에 일벌백계 임대차법 개정 사회적 논의 필요 뉴스 . . . . 1006830209
4239,2022-07-20,tr_ddogiman,전세사기 전담반은 좋네 어차피 금방 쫒겨날거 뭐라도 하나 더 하고 가라
4258,2022-07-20,Ritzgogh,속보 윤 전세사기 일벌백계 전세대출 금리 동결 . . 20220720 114553129 1 영끌부동산 전세 대출금리 동결은 이해가능 코인 투기상품 투자자에 대한 보호는 도덕적으로 국가가 투기를 조장하는 것인가
4247,2022-07-20,viuuum,어제 했던 말인데 나는 전세사기 수법이나 대처법이나 사례 아무리 천천히 읽어봐도 도통 뭔말인지 걍 진짜 내가 아는 지구인의 언어가 아닌거 같음 어떻게 살아야하죠
4259,2022-07-20,aMushroomTown,속보 윤대통령 전세사기 일벌백계 임대차법 개정 논의 필요 제3차 비상경제민생회의 주재 성남 분당의 한 영구임대주택단지 찾아 청년 신혼부부 전세대출 한도 확대 금리상승 임대차3법 . 5774
4244,2022-07-20,yiabb,속보 윤대통령 임대차법 개정 논의 필요 전세사기 일벌백계 출처 문화일보 네이버 뉴스 . 1
4261,2022-07-20,YONGD77DRAGON,전세사기 일벌백계하시려면 정세사기 윤석열 일벌백계 가 선행되어야. 아크로비스타와 법적 동거인 김건희 문제는 어쩌고 이리 위세당당하신지 900만원 불기소 세트 룸살롱 상시 프리패스는 방역법 위반 소명에도 묵묵부답하는 무법천지를 먹먹해서 어이 살라고
329,2022-07-20,bolalatte,전세사기는 한 가정의 행복과 가족 파탄을 불러온다 법을 고쳐서라도 엄하게 처벌해야 한다 민주당 문재인의 임대주택 3법 같은 정책실패를 답습해서는 안된다. 윤 전세사기 일벌백계 전세대출 금리 연말까지 동결 출처 동아일보 네이버 뉴스 . . 1549710636929544192 1
4243,2022-07-20,purengom,은행들 보고 대출 레버리지는 늘려 주라면서 경찰에게 전세사기는 막으라 하고. 흠 뭐 범죄자는 잡아야지. . . . 20220720158900001
46,2022-07-20,janus0801,윤 전세사기 일벌백계 전세대출 금리 연말까지 동결 . 0 내가 지금 뭘 보고 있는건지 눈을 비벼봤다. 전세사기 일벌백계 장모가 사기친건 전세사기를 넘어서는 수준 아니었어 일벌백계했냐
5,2022-07-20,duli17204207,종합 윤대통령 경찰 전세사기 전담반 구성해 단속하라 윤석열 대통령이 20일 원희룡 국토교통부 장관에게 전세사기 유형을 상세히 분석하고 행정안전부와 협의해 경찰에 전세사기 전담반을 구성하는 등 전세사기 범죄를 강력히 단속하라 고 지시했다. . .
4279,2022-07-20,kodaibokkwon,호루스매 왤케 눈매가 억울하게 생겼나... 전세사기라도 당했니
4278,2022-07-20,kimye606,요즘 전세사기 관련 트윗이 많이보이는데 저두 유툽에서 정리잘된 영상을 봐서 공유합니다 전세를 구할때 어떤 점을 주의깊게 봐야하는지 알기 쉽게 설명해줘요 . 9 7
4277,2022-07-20,jEjUwZa09GR44O2,하게 말을하길래. 아니 뭔 일하는데 똑바로 말해봐 하니까 사실 자기 일하는 형들이랑 부동산사업을 하는데 그게 편법이라 조금 차질이 생길수도 있다고함. 그래서 그게 정확히 뭐냐고 물어보니까 우물쭈물하며 부동산전세 사기..같은건데 세금을 안낸게 걸려서 기관에서 한번 연락이왔다고함.
4276,2022-07-20,baesunyoung7,7267 소장님 맘고생 많으셨겠네요 요즘 전세사기를 누가 당하나 했더니 이런 경우는 눈뜨고 당할수밖에 없는 경우네요 경각심을 가져야겠습니다 하나 배우고갑니다
4275,2022-07-20,mayeon_D,전세사기 글 보면 너무 무서움
4274,2022-07-20,interfollowzomb,전세사기는 봐도봐도 뭔소린지 모르겠어서 나중에 어찌해야하나 싶음..
4260,2022-07-20,isolated19_7,윤대통령 전세사기 강력 수사 통해 일벌백계 . 돌열아 이거 좋사옵니다. 잡을 수 있을라나
4273,2022-07-20,palemoon_ffxiv,뉴스로만 보던 전세 사기.. 그걸 혈육이 당할 줄은 몰랐지.... 다들 사기 조심하세요 공인중개사부터 집주인이라는 사람까지 사회 초년생 상대로 아주 그냥 악질임
4271,2022-07-20,candle03241,14 요새 전세 사기가 많더라구요. 깡통전세인지 잘 확인하세요.
4270,2022-07-20,44blackdog,조센징들의 전세사기의 특징은 사기꾼들이 소득세나 기타 세금을 납부하지 않고서 그걸로 국가가 압류를 들어온다는 건데 임대차3법 이 지랄하기 전에 국가는 임차인의 보증금에 대해서는 압류 할 수 없다 라고 했어야지. 문재앙이 존나 멍청한거 팩트임.
4269,2022-07-20,bluejini93,제주영어교육도시 아빠 일기 445 전세 사기의 모든 것 . . 222820675496
4268,2022-07-20,WHPH0104,전세사기 너무 어려워 사실 엄청 쉽게 설명해준다고 하긴 하는데 잘 이해가 안가는거 같아서 머리아픔
4267,2022-07-20,Melinoia__,요즘 전세사기 너무 악랄하고 개인이 대처하기에 괴로운 시스템이라 이럴 바에야 월세가... 그럴 바에야 매매가...이러고자빠짐..................
4266,2022-07-20,_HIMI_,직알.. 정말 전세사기는..안당하려고해도 방법이없네 그냥 운이 좋길 바래야 할 뿐
4265,2022-07-20,sedaily_com,속보 윤 전세사기 일벌백계 주거 안정 복지는 민생 핵심 . . 268 1 56
4264,2022-07-20,News1Kr,속보 윤대통령 전세사기 일벌백계 긴급자금 대출로 주거안정 지원 뉴스1 . 1. 4748360
4263,2022-07-20,wirianchi,좋은데 다 좋은데...전세사기랑 주거사다리랑 뭔 관계여
4272,2022-07-20,my_summersea,받는 빌라가 유리하다고 운운하고 내가 원하는 전자대는 최대 1억이라 2억대 집 볼 생각 없다고 말해도 허그 안심 대출 권하면서 월 총 지출로 따지라면서 설득하는거 보고 그 동네 바로 포기함 ... 진짜 전세사기 잦은 시대에 전화할때마다 리베이트 권유하는 중개사라니 웃기지않나
327,2022-07-21,ILllIllIilII1,경찰 전세사기 대대적 합동 단속 윤대통령 엄정 대처 지시 이후 국토교통부와 합동 단속 나서 21일 경찰에 따르면 경찰청은 전세사기 집중단속을 위한 계획을 마련했으며 국토부와 자료 공유 등 협의를 마치는 대로 조만간 단속에 나선다는 방침이다. . 9
328,2022-07-21,nevereverrose,글구 전세사기는 루나파크 전세사기 극복한거 있는데 그거 바바 그거 보면 진짜 어른은 저런거구나 느껴져서 열심히 살구십어짐..
