,작성일,작성자,제목,내용
787,2022-07-20,UCTHCOPwqNfZ0uiKOvFyhGwg,"[현장연결] 윤대통령 ""전세사기같은 민생 위협 범죄 일벌백계"" / 연합뉴스TV (YonhapnewsTV)",현장연결 윤대통령 전세사기같은 민생 위협 범죄 일벌백계 윤석열 대통령이 오늘 분당의 영구임대단지를 둘러보고 현장 비상경제 민생회의 를 주재했습니다. 경제위기에 고통이 큰 취약층의 주거안정 방안 등을 논의했는데요. 모두 발언내용 들어보시겠습니다. 윤석열 대통령 여러분 반갑습니다. 오늘이 세 번째 비상경제민생 회의로 이번에는 서민 주거안정 방안을 논의하고자 합니다. 정부가 지난 6월 임대차 시장 안정화 방안을 발표했습니다마는 금리 상승으로 전세대출금 상환 부담이 가중되고 또 월세 전환이 증가하면서 무주택 서민의 주거비 부담이 날로 커지고 있습니다. 정부는 취약계층의 주거안정을 돕고 서민의 주거비 부담을 덜어드리기 위해 최선의 노력을 다하겠습니다. 이에 대한 조치로서 서민의 주거 안정을 위한 버팀목 전세자금 대출 금리를 연말까지 일단 동결하고 청년 신혼부부에 대해서는 전세대출 한도를 확대하겠습니다. 청년 원가주택 역세권 첫 집 주택 등 공공주택의 공급을 확대하고 또 규제 개선을 통해 민간의 임대주택 공급도 활성화하겠습니다. 취약계층을 위한 공공임대주택 역시 확대하고 노후된 영구임대주택의 경우 시설을 빠르게 재정비하여 주거환경을 개선할 것입니다. 임대주택의 지원 대상자를 선제적으로 발굴해서 이주지원 역시 강화하도록 하겠습니다. 공공임대주택의 임대료를 일단 1년간 동결하고 주거급여 대상을 중위소득 50 까지 확대해서 취약계층의 주거비 경감도 지원하도록 하겠습니다. 최근 서민들의 소중한 보증금을 노리는 전세 사기까지 기승을 부려 어려운 서민들을 더 힘들게 하고 있습니다. 이른바 깡통전세가 우려되는 지역을 선별해서 선제적으로 관리해 나가겠습니다. 전세보증금 반환보증을 더욱 활성화하고 피해자들이 이주할 자금을 구할 수 있도록 긴급자금 대출을 신설해서 주거안정을 돕도록 하겠습니다. 무엇보다 전세 사기와 같이 민생을 위협하는 범죄는 강력한 수사를 통해 일벌백계하겠습니다. 주거 안정과 주거 복지는 민생안정의 핵심입니다. 정부는 끊어진 주거의 기회 사다리를 복원하고 촘촘하고 든든한 주거 안전망을 구축하겠습니다. 관계기관에서는 주거 분야 민생안정 방안이 차질 없이 현장에서 이행될 수 있도록 최선의 노력을 다해 주시기를 부탁드립니다. 아울러 오늘 논의할 주거 취약계층 지원과 서민 주거비 부담 완화 방안은 물론이고 근본적인 부동산 시장 안정을 위해서 민간 시장을 통한 주택 공급도 활성화해야 할 것입니다. 최근 금리 상승으로 인해서 집값의 안정 하락세가 보이고 있지만 주택 공급 계획을 차질 없이 세워야 향후 수년 뒤에 원활하고 안정적인 수요에 대응하는 공급이 이루어질 것입니다. 또한 전월세 시장의 정상화를 위해 임대차법 개정에 대한 사회적 논의가 필요한 시점입니다. 국회를 중심으로 공론화되기를 기대하며 정부도 이 논의에 적극 참여하겠습니다. 오늘 무더운 날 이렇게 귀한 걸음을 해 주셔서 오신 분들 모두에게 감사드립니다. 연합뉴스 기사문의 및 제보 카톡 라인 23 연합뉴스 유튜브 채널 구독 . 대한민국 뉴스의 시작 연합뉴스 . . .
788,2022-07-20,UCbMjg2EvXs_RUGW-KrdM3pw,"尹, 전세사기 엄단…연내 주택 공급·대출 확대",앵커 민생을 위협하는 전세사기에 대해 윤석열 대통령이 엄정 대처하겠다고 강조했습니다. 또 연내 주택 공급량을 늘리고 주거 비용 부담 완화를 위한 대출 확대 방안도 제시했습니다. 오정인 기자 윤 대통령이 전세사기에 대해 강력 대응을 예고했어요 기자 그렇습니다. 백브리핑 시시각각 월 금 오전 11시 25분 11시 55분 백브리핑 페이지 바로가기 . 3 558
790,2022-07-20,UCV9gIwasozKlwz5U2Sa2q6g,"7/20(수) [한판승부]  尹 도어스테핑, 육상시 논란..대우조선 문제(브리핑) / 반도체 수도권 집중 논란(양향자) / 세모녀 전세사기(대검 연구관)",1부 18 25 19 00 한판 브리핑 1. 답변 안해 윤 달라진 도어 스테핑 엽관제 옹호하는 대통령실 2. 박홍근 교섭단체 대표연설 육상시 언급 3. 사과한 권성동 흔들리는 리더십 4. 대우조선해양 노사 의견 좁혀지나 민동기 평론가 2부 19 00 20 00 응답하라 한판승부 숏터뷰 반도체 특위 이런 활동하고 있다 양향자 무소속 의원 국민의힘 반도체특위위원장 한판 인터뷰 전세 사기 기승 사례와 대처방안 박성민 대검찰청 형사부 선임연구관 박재홍 진중권 김성회 한판승부 양향자 세모녀전세사기
796,2022-07-20,UClErHbdZKUnD1NyIUeQWvuQ,[MTN Deep] 전세사기 공포에 떠는 세입자들 / 머니투데이방송 (뉴스),07 20 핫라인 5 최근 대규모 전세사기가 속속 발생하며 깡통전세에 대한 세입자들의 공포가 커지고 있습니다. 빌라 등 저가 주택을 노린 사기가 많은만큼 서민들의 피해가 속출하고 있는데 예비세입자의 각별한 유의와 함께 관련 제도 개선도 시급해 보입니다. 박수연 기자입니다. 텍스트 내용 더보기 . . . ... 뉴스 . . ... 핫라인 5 . . ... 전세사기 보증보험 전세금 임대인 부동산사기 부동산 핫라인5 뉴스 뉴스다시보기 머니투데이방송
792,2022-07-20,UC6FTUQbFRBq8aQQE9fifuGg,최근 기승 부리는 전세사기 뿌리 뽑겠다는 윤석열 #shorts,윤석열 전세
793,2022-07-20,UComhAmtkBwTPF_PvwN8Gc6w,"""전세사기 일벌백계"".. 임대주택단지 현장 찾은 윤석열",윤석열 대통령은 임대주택단지 현장을 찾아 서민 주거 안정을 강조했습니다. 전세 불안에 떠는 서민층 지원 확대를 강조한 건데 주택 공급을 늘리고 금융혜택을 추가하는 것은 물론 전세사기는 일벌백계 방침을 밝혔습니다. 뉴스중심입니다. 윤석열 임대주택단지 전세사기 뉴스 채널 구독하기 . . ... 뉴스 기사 더보기 . . . 모바일 . . . 뉴스 제보하기 이메일 . . 전화 032 670 5555
794,2022-07-20,UChlgI3UHCOnwUGzWzbJ3H5w,"[에디터픽] '깡통 전세' 현상 심화..尹 ""전세사기 엄벌"" / YTN",1.윤 임대주택서 민생회의 임대차법 개정 사회적 논의 필요 박소정 기자 2.매매 가격과 똑같은 전셋값... 깡통 전세 비상 최기성 기자 3. 뉴스라이더 전세 넘는 월세...부동산 시장 어디로 가고 있나 김기원 리치고 대표 전세사기 임대차법 실시간
795,2022-07-20,UCHskZeuzoYbW5hg7lofTL0A,"극악한 전세사기, 정보공개와 제도개혁으로 뿌리 뽑아야!!",상담문의 02 543 6669 전세사기 재개발 재개발투자 뉴타운 투자 부동산투자 신축아파트 빌라투자 소액투자
797,2022-07-20,UCcQTRi69dsVYHN3exePtZ1A,[속보영상] 윤 대통령 “전세사기 일벌백계…임대차법 개정 논의 필요” / KBS,윤석열 대통령이 전 월세 시장 정상화를 위해 임대차법 개정에 대한 사회적 논의가 필요한 시점 이라고 말했습니다. 윤 대통령은 오늘 20일 경기도 성남시의 한 영구 임대주택 단지에서 주재한 3차 비상경제 민생회의 에서 국회를 중심으로 공론화되기를 기대하며 정부도 이 논의에 적극 참여하겠다 며 이같이 말했습니다. 윤 대통령은 정부가 지난 6월 임대차시장 안정화 방안을 발표했지만 금리상승으로 전세대출금 상환 부담이 가중되고 월세 전환이 증가하면서 무주택 서민의 주거비 부담이 날로 커지고 있다 고 우려했습니다. 이에 대한 대책으로 버팀목 전세자금 대출금리를 연말까지 동결하고 청년 신혼부부에게 전세대출 한도를 확대하겠다고 밝혔습니다. 윤 대통령은 보증금을 노리는 전세 사기를 막기 위해 이른바 깡통 전세 가 우려되는 지역을 선별해 선제적으로 관리하는 방안도 제시했습니다. 이와 함께 전세 보증금 반환 보증을 더 활성화하고 긴급자금 대출을 신설해 주거 안정을 돕는 방안과 더불어 전세 사기가 발생할 경우 강력한 수사로 일벌백계하겠다는 뜻을 밝혔습니다. 기사 원문보기 . . . . ... 제보 하기 카카오톡 제보 검색 전화 02 781 1234 홈페이지 . 4 이메일 1234 . . 임대차법 전세사기 대출금리
798,2022-07-20,UCTHCOPwqNfZ0uiKOvFyhGwg,"윤대통령 ""전세사기 일벌백계…임대차법 개정 필요"" / 연합뉴스TV (YonhapnewsTV)",윤대통령 전세사기 일벌백계 임대차법 개정 필요 뉴스리뷰 앵커 윤석열 대통령은 오늘 20일 분당의 영구임대단지를 둘러보고 현장 비상경제민생회의도 주재했습니다. 이 자리에선 민생 범죄에 대한 강력한 처벌 조치와 함께 전월세 시장 정상화를 위한 임대차법 개정 필요성을 강조했는데요. 방준혁 기자입니다. 기자 경기 성남의 한 영구임대주택 단지를 찾은 윤석열 대통령. 노후 주택 리모델링 현장을 점검하고 국가유공자 주민을 만나 어려움을 들었습니다. 윤석열 대통령 국가에서 이렇게 변변히 해드리지도 못하는데 이렇게 건강하게 잘 지내셔서 이어 관계 부처 장관들과 함께 현장 회의를 열고 서민 주거 안정 방안을 논의했습니다. 윤 대통령은 금리 상승으로 무주택 서민의 주거비 부담이 날로 커지고 있다며 버팀목 전세대출 금리를 연말까지 동결하고 청년과 신혼부부 전세대출 한도를 확대하겠다고 밝혔습니다. 또 월세부담 경감을 위해 공동임대주택의 임대료를 1년 동안 동결하고 주거 급여 지원을 확대하는 방안을 추진키로 했습니다. 특히 생활 경제에 영향을 미치는 부동산 범죄에는 강력한 대응 조치를 약속했습니다. 윤석열 대통령 깡통 전세가 우려되는 지역을 선별해서 선제적으로 관리해 나가겠습니다. 무엇보다 전세사기와 같이 민생을 위협하는 범죄는 강력한 수사를 통해 일벌백계 하겠습니다. 장기적 관점에서 주택 공급 대책도 논의됐는데 윤 대통령은 전월세 시장 정상화를 위해 임대차법 개정이 필요하다고 강조했습니다. 여야정 협의체를 구성해 국회 차원에서 사회적 공론화 추진을 제안했습니다. 윤석열 대통령 국회를 중심으로 공론화되기를 기대하며 정부도 이 논의에 적극 참여하겠습니다. 윤 대통령은 주거 안정과 복지는 민생 안정의 핵심이라며 끊어진 기회의 사다리를 복원하고 촘촘한 안전망을 구축하겠다고 강조했습니다. 연합뉴스 방준혁입니다. . . 윤석열 공동임대주택 임대료 연합뉴스 기사문의 및 제보 카톡 라인 23 연합뉴스 유튜브 채널 구독 . 대한민국 뉴스의 시작 연합뉴스 . . .
791,2022-07-20,UCV9gIwasozKlwz5U2Sa2q6g,"[한판승부]""세모녀 전세사기 전말, 자본금 0원으로 300억 떼먹었다"" 박성민 대검 선임연구관",한판승부 세모녀 전세사기 전말 자본금 0원으로 300억 떼먹었다 박성민 대검 선임연구관 한판 인터뷰 전세 사기 기승 사례와 대처방안 박성민 대검찰청 형사부 선임연구관 세모녀전세사기 갭투자 한판승부 박재홍 진중권 김성회 평일 월 금 오후 6시 25분 8시 유튜브 실시간 방송 . . 9 ... 라디오 표준 98.1 모바일 듣기 레인보우 어플
799,2022-07-20,UCraFuSXdd7ei5gUJrN3FxiQ,"""전세사기, 강력 단속하라"" 윤석열 지시 / ""그런데 선거사기는 왜 침묵하는건가?"" / 전세사기보다 수억배 더 중요한 일인데 / 살다살다 별 희안한 사람을 다 보겠네 [공병호TV]",풀영상 대법관들 결정은 . 공병호 후원 방법 카카오뱅크 3333 02 3742998 예금주 공병호 텔레뱅킹 090 은행코드 90 하나은행 351 910007 56204 예금주 공병호 텔레뱅킹 081 은행코드 81 정기 구독 안내 1877 0465 공데일리 자율구독 안내 . . ... 자유민주주의 스토어 런칭 국내 마플스토어 . 해외 티스프링 . 19 정기 후원하기 . . ... 국외 정기후원 패트리온 . . 해외거주자용 . 200025788 021000021 33 3 849 2 2 7 83 9 홈페이지 . . . 위키피디아 . . 3 ... 페이스북 . . 인스타그램 . . ... 팟캐스트 팟빵 . . 1776605 본 채널은 연합뉴스와 콘텐츠 이용계약을 맺었으며 연합뉴스 콘텐츠는 본 채널의 편집방향과 무관합니다. 윤석열 전세사기 선거사기
784,2022-07-21,UCwRljhjVWtLqAKbsWGPU_OA,"깡통 전세 조심! ""내 보증금 돌려받지 못할 수도 있어"" #깡통전세 #보증금 #전세사기 [YTN라디오 슬기로운 라디오생활]",뉴스 라디오 94.5 뉴스 슬기로운 라디오생활 방송 일시 2022년 7월 22일 금요일 진행 이현웅 아나운서 출연 이승태 변호사 당신에게 꼭 필요한 생활정보 슬기로운 라디오생활 깡통전세 전세보증금 나쁜임대인 등기부등본 부동산중개 전세사기 윤석열 비뇨의학과 비뇨기암 전립선암 로봇수술 방광암 요도암 골프장 골프장예약 권익위 구독과 알람을 설정하시면 라디오의 더 많은 프로그램을 보실 수 있습니다. 많은 댓글과 좋아요 부탁드립니다. 라이브 방송 안내 슬기로운 라디오생활 10 30 11 30 슬기로운 라디오생활 홈페이지 . 33 슬기로운 라디오생활 프로그램 소개 . 4 2 슬기로운 라디오생활 인터뷰 전문 . 슬기로운 라디오생활 오늘의 방송내용 . 슬기로운 라디오생활 다시 듣기 . 2 4 라디오 유튜브 구독 . 2 9 9 라디오 모바일 앱 . 3 4 . 2 6 제보 및 의견 문자 0945 짧은 문자 50원 긴 문자 100원 라디오 페이스북 . .
783,2022-07-22,UCldsrv8BJw55v7wlLQokWoQ,전세 사기 무조건 당하는 집 TOP4!!,전세 사기 갭투자 신축빌라 전세계약 전세보증금 전세 전세제도는 집 없이 세입자로 살고 있는 서민들에게는 참 편리한 제도입니다. 동시에 자칫 계약을 잘 못 하면 아끼고 아껴서 모은 전세보증금을 하루 아침에 날리게 될 수 도 있습니다. 때문에 전세 계약을 할 때에는 많은 사람들의 조언과 검색을 통해 주의사항 등을 숙지하여 조심스럽게 계약을 하게 됩니다. 또 중개업소를 통해 전세계약이 잘 이루어 지도록 수수료를 지불하면서 조금이라도 안전하게 계약이 되도록 노력을 하는데요. 하지만 우리가 조심을 하더라도 어느날 전세사기의 당사자가 되어 전세보증금을 날리게 되는 것이 우리의 현실입니다. 전세 사기는 단 한번으로 나의 인생이 완전히 바뀔 수 도 있는 큰 사건인데요 왜 우리는 조심하는데도 전세 사기를 못 피하게 될까요 알고보고 는 오늘 전세 사기를 피하기 위해 전세계약하면 안되는 집을 설명해 드립니다. 끝까지 시청해 주셔서 정말 감사합니다. 본 건물에 관심이 있는 분들의 연락을 기다립니다. 영상 제작을 원하시는 부동산 중개사 사장님 건물주 및 관리인 께서는 연락주세요. 영상을 제작 홍보 해 드립니다. 부동산 알고보고 02 6956 6342 9 . 감사합니다.
