,작성일,작성자,내용
7600,2017-05-14,deul_pretty,제발 간호법 만들어주시고 의료인 사칭 처벌 더 강화해주시고 간호사의 간호조무사 지휘 및 통제권 강화시켜주시고 조무사와의 업무 구분 확실히 선 그어주시고 간호사 처우 개선 해주시고 간호사 1인당 환자수 5명 이내로 제한해주시고 포괄간호 폐지 시켜주세요
1226,2017-05-14,jeongda1221,간호사는 있는데 간호법은 없는거 아시나여 간호법 제정을 위한 100만 대국민 서명운동에 동참해주세요. . . .
7599,2017-05-14,deul_pretty,내 회비 가져가서 이런거 하나 못막는 대간협도 괘씸하다 간호사의 권리 찾자고 대한간호협회 만든거 아닙니까 이런 말도 안돼는거 입씨름 하는 것도 지침 간호사 처우개선 간호법 제정 포괄간호문제 해결 간호사 1인당 환자수 지정 문제 좀 해결해주세요
7594,2017-05-15,insenghwanmyul,. . . 0627. 0 간호법 제정을 위한 서명운동 링크입니다. 13년도부터 해왔다고 하는데 아직 100만명 서명이 달성되지 못했어요 나중에라도 괜찮으니 서명 부탁드립니다. 의료인도 환자도 모두 안전한 간호를 위해...
7592,2017-05-16,zakinkotoboe,. . 545629240 . . 582986368 간호법 그 아픔 뒤에 이토록 달콤하게 . . . 687934809
7591,2017-05-18,kiriyamarennS2,아마 미친듯이 간호법 찾지 않았을까.
7590,2017-05-18,sojuwa,이게 다 간호행위가 수입으로 연결되지 않아서 그렇다 한줄요약. 간호법을 제정하여 간호수가에 돈을 받아야한다
7589,2017-05-19,meshikigoitaga,. . 922592287 모습을 드러냈다. 지금은 . . 42611610 . . 903923958 간호법
7588,2017-05-21,hirakendanyo,. . . 32952309 간호법 . . . 726970197 . . 41526712 다섯 개의 빛줄기로 인해 순식간에
7586,2017-05-22,dokseul,이이 런젠장 제가 왜 이트윗을 못봤지 훙유 다그치면 움찔했다가 좀 시무룩한 표정으로 말 삼가버리구 혼난강아지.. 히 유 츠바사 간호한다고 하면...의원한테 간호법 듣고 그대로 하면서 일도 놓고 하루종일 옆에 있어줄 것 같지요..
7587,2017-05-22,kihomerumazui,. . 39908108 금지되었지요. 가끔 수련한다고 들어가는 사람 . . 543208131 간호법 . . . 71799351
7585,2017-05-26,sotamaatsukinu,. . . 683954913 간호법 . . 147425669 . 3182. 729797908 기에 보면 어사대부 겸 재상 대리로 . . . 458622674
7584,2017-05-26,dmsntv,고양이를 위한 최고의 간호법 검색해도 잘 안나오는 요법에 대한 필수 꿀팁. 고양이가 갑자기 탈수 탈진 증세를 보일때 대처법까지 고양이신전 44 45회에서 알려드립니다. . . 1771596 2512163 고양이간호 . 868021005494636544 1
7583,2017-05-26,biy220,최고의 간호법입니다.... 벨라미가 계속 옆에 있어주니까 좋아서 장난으로 계속 아팠으면 좋겠다... 라고 말할 것 같아요. 슬쩍 눈 떴는데 자기 관찰하는 거 보면 다시 자는 척 할 것 같기도 하고...
7582,2017-05-28,chirasuritsumei,. . . 504505044 . . . 71130029 모르는 일이오 간호법 . . . 129878049 . 3182. 862769498
7581,2017-05-28,mushiinagakihi,. . 128828367 달고서 입고 다녔어요. 매 간호법 . . . 392950226 . . . 798048250 . . 522613685
7580,2017-05-29,gegumoyotoita,값어치도 없는 체면 때문에 하기 싫은 . . . 227223461 간호법 . . 885030385 . . 586859204 . 9090. 231388230
1225,2017-05-30,deul_pretty,그러니깐 간호법이 제정되어야 합니다 국회 대통령 여당 야당 모두 간호법 제정해 힘써주라고 간호사 1명당 지정된 환자수 최대 5명 의무화 시켜주시고 포괄간호 폐지해주세여 2020년에 간호사 11만명이나 모자란다며 노는 인력이 25만이야..
7579,2017-05-31,EugeneOrr35,소림사의 승려들이 당신 신분을 6. 300. 76266029 간호법 . . 831498168 . . . 929470809 . . 529079725
7578,2017-05-31,patashikeinha,. . 729665327 . . . 357251097 . . . 200287567 간호법 대인대사는 입을 굳게 다물고 한동안
7577,2017-06-03,renkillmem,. 2580. 510367000 . . 648857950 간호법 . . 683696856 주고는 무엇이 바쁜지 나에게 인사까지 . . 182686354
7574,2017-06-04,chitashimakishi,경황이 없어 그래 얼마냐 경황이 . . . 784240347 31. . . 289832174 간호법 . . . 489986190
7575,2017-06-04,boagano,. . . 843772735 승희는 답답했다 분명히 이야기를 다 . . 812206703 . . 791325380 간호법 . . 859610949
7576,2017-06-04,InimTapa1978,. . 간호법 9. . 173569585 그리고 천천히 자기 처소의 뒷창 . . . 713043354 . . . 352424962
7571,2017-06-05,Suitrad1992,. . 989455399 싶다. 그러나 현실 속의 정신과 2. 9090. 49265608 69. . 562064375 간호법 . . . 938029123
7572,2017-06-05,elin_kevin,정말인가요할아버지 정말 며칠만 간호법 . . . 757621119 . . . 488383057 15. . . 496009325
7570,2017-06-05,Veril_Enel1993,. . . 385541234 . . 간호법 우리를 너무 흔들지도 않습니다. . . 359579523 . . 584908201
7573,2017-06-05,zakensenbaka,72. . . 692985473 . . 29391390 . . 494885578 신으로부터 부름을 받았다고 생각했다 크고 간호법 . . . 950125613
7569,2017-06-06,rerutokosokako,얘야 이 할미는 아직 귀가 먹지 간호법 . . 620024241 . . 967404080 . . . 931694606 12. . 2982363
7568,2017-06-07,MumerkecGastne,앉아 있어도 쓸쓸하지 않았다. . . . 7. . 593134016 간호법 84. . . 924176365 . . . 508344270
7566,2017-06-07,GaemaFilta1974,9. . 310895785 간호법 니까. 만일 그들이 적당한 곳에 몸을 55. . . 876757075 . . 22100777 . . . 396892957
7565,2017-06-07,a4ril30,간호법 제정을 위한 100만 대국민 서명운동에 동참해주세요. . . . . . .
7567,2017-06-07,Rabbit_Ari_,음 그거 좋은 간호법이네요... 응응 맛있게 먹었죠 슈미크는요 허리를 끌어안으며 얼굴을 부비적거린다.
7564,2017-06-08,hayakuzariatsu,. . 842678519 91. 24. 809928260 스칸을 발견했는지 멀리 있던 야만족 간호법 . . . 351210851 . . 926979290
7563,2017-06-08,piddpe,. . 931166589 . . 988467466 그들이 롱레인저라면 그럴 수도 간호법 . . 836354404
7562,2017-06-08,bihokurigokobu,. . . 749242749 그래 나는 그렇지 않다고 생각하는데. . . . 976784162 간호법 . . . 759780664 53. . . 776806534
7561,2017-06-09,dyachkov_bozhen,10. . 105809126 간호법 . . 735792980 86. . 561834221 4. . 555052442 옳지 그래서 보석 두 개를 갖고
7560,2017-06-10,Watti_Tiacog,요코야마가 어쩐 일인지 선선히 사과 9. . . 931975602 . . . 713256263 간호법 . . . 355880629 . . . 361673265
7559,2017-06-10,munenmitsumoke,징지을 수 있는 장점을 가르킨다 . . 75885683 21. . 436884928 . . 338826453 간호법 . 24. 436504168
7558,2017-06-10,Taithe_Mbatre,. . . 617324146 묘책이오 그러나 그가 정말 반란을 간호법 . . 242108306 . . 749713619
7557,2017-06-10,Inna_Arer1983,인정합니다. 하지만이 책 45. . . 235769171 . . 633997601 . . . 649411038 간호법
7556,2017-06-11,Evra_Quere1974,43. . 940340862 63. 2580. 181632335 간호법 했다. 나는 무엇인가 모를 . . . 99405255 . . 12739282
7555,2017-06-11,FowmiBrown,. . 155159661 . . . 616133062 역시 아무래도 거짓말 같다는 . . 172535091 간호법 . . . 815768261
7554,2017-06-11,SalgieOthtis,. . . 633029211 간호법 . . 373359229 현석이 선장을 거꾸로 들고 선장의 . . 681247408 . . 975049278
7553,2017-06-12,riankankira,. . . 254655817 . . . 616324731 간호법 . . 5913408 . . 966197372 무학을 익힐만한 장소를 찾아 산 속을
7550,2017-06-13,biikurigajike,. . 526361853 . . 39982264 간호법 . . 661028277 고는 단 한 가지도 없을 정도로 손을 . . 382762274
7551,2017-06-13,reidaconvesec,. . . 753511007 . . 411282625 돈을 요구하기 위해 유괴했다는 추측도 간호법 80. . 235555237 . . . 362717766
7549,2017-06-13,beauty_h_w,간호법 제정을 위한 100만 대국민 서명운동에 동참해주세요. . . .
7552,2017-06-13,EmmaGainey5,. . . 938992895 로스는 출입구가 나 있는 복도 쪽을 . . 327880576 간호법 . . 521066616 . . 585114309
1224,2017-06-14,younviolet7,간호법 제정을 위한 100만 대국민 서명운동에 동참해주세요. . . . 간호법이 제정되면 환자는 간호사로부터 안전한 간호를 제공받게 됩니다.
7548,2017-06-14,Setor_Isep1990,그들은 서로가 지난날 마교의 정통을 . . 493429091 . . . 443191818 . . . 58611796 간호법 . . . 338999840
7547,2017-06-14,sennetsuabuchi,40. . 903365820 . . 687250191 간호법 . . . 87015649 . . . 694209714 유복한 환경에서 갖고 싶은 것은
7546,2017-06-14,panfilovadioni8,15. . . 255475991 . . 128327479 목소리는 점점 교성으로 간호법 . . 423496401 . . 431447807
7545,2017-06-14,elin_kevin,73. . . 118743704 간호법 89. . . 150537092 . . . 840206262 . . . 490433260 속으로 날아가는 것을 보고는
7544,2017-06-15,Fulbtan_Naysip,. . . 402781837 . . 934998825 . . . 간호법 소문일 뿐이야. 때문에 이러쿵저러쿵 . . 369252373
7543,2017-06-16,SpacapBunny,.1 . . 785707949 47. . 638107845 32. . 28558496 . . 999881603 간호법 아니라 먼저 쳤죠
1223,2017-07-30,NAGA2_SDT,2 아하하 아니 전혀 별로같지 않아 좋은 간호법인데 내 아이스크림을 대신 주는 방법.정말 간호법을 잘 아네 혹시 꿈이나 장례희망이 그런 쪽 직업인거야
7542,2017-07-30,NAGA2_BAH,2 아이스크림을... 바닥에... 가만 생각해보고는 끔찍하다는듯 표정이 살짝 시무룩해져 그런... 간호법은 잘 모르는데. 아이스크림을 새로 사 주거나.. 괜찮으면 내 걸 주는거야 ... ... 별론가 멋쩍게 웃어
7541,2017-07-30,NAGA2_BAH,2 괜찮은 간호법이라니 다행이네 응 아니 꿈이나 장래희망이 간호쪽은 아니지만... 어쩌다 간호를 하게 된 일이 있어서. 그것 때문에 조금 능숙해진 것 같기도 하고. 뭐어 감기같은 경우는 내가 워낙 잔병치레가 많아서 그렇긴 하지만 어깨를 으쓱여
7540,2017-07-31,Memory_Sera,이게 간호법으로 지정된건 아니지만 트친이든 아니든 간호관련 공개안합니다
7539,2017-07-31,Memory_Sera,이게 간호법으로 지정된건 아니지만 법규를 배웠던 의료인으로써 트친이든 아니든 간호관련 공개안합니다
7538,2017-08-03,Quill_the__,내 간호법은 네가 탐탁지 않아 할 걸. 흐 아니면 그렇게 해줄까. 왜 우리 아플 때 엄마가 해줬던 방법있잖아. 꼬옥.
7537,2017-08-05,hongzo_lucky7,애인이 잔병치레맨이었어서 완전 모든 약용법과 간호법을 알아서 모모가 앓아누울때마다 기분나쁘다는 평을 듣는 키사라기 신타로 신타로 띠딩
7536,2017-08-14,dak0907,어지러어 히잉우리 앤캐 그럼 열이 끔뻑끔뻑 인터넷 뒤져서 아플 때 온갖 간호법... 서툴지만 물수건도 가져다가 다원이 이마에 놓고 뜨뜻한 유자차랑 놓고 죽도 만들고... 형 원래 병 옮기면 나아 하고 입에 쪽 헐듯...
7535,2017-08-19,Canada_RN,아뇨. 의외로 가만있지 않을까요 실제 마취 전문 간호사 자체가 마취과 의사 업무 로딩 감소 위해 도입된 거니까요. 근데 일단 간호법도 없는 나라에서..간호법부터 생겨야죠..
7534,2017-08-19,anes_nurse,간호법부터222 전문간호사제도도 좀 잘좀 햇으면 조켓네요 지금은 그냥 트로피 정도니
7533,2017-08-28,S__1293,0905 나 아니면 이런 대접 못 받을 텐데. 사랑스러운 사람이 아플 시 해주는 간호법. 그냥 네가 안 아프면 좋을 텐데. 약속 새끼손가락 걸고. 도장도 찍을까 우리.
7532,2017-08-28,O__0905,1293 안 아프면 섭하지 에이타쨩의 그 특별 간호법을 꼭 받아보고 말 테야. 오이카와 씨는 입술 도장이 제일 좋더라구.
7531,2017-09-03,Evaetara_gitt,저에게 지금 완전 귀여운 가온이로 제 뺨을 치셧 나요... 앜 너무 귀엽잖아요 오토 이제 울 먹거이면서 형 그정도에요... 그정도로 아파요.. 이러고 아주 정성 스러운 오토오토만의 특별 간호법에 들어갑니다 . 904097504446234624 1
7530,2017-09-03,For_commu_C,침부터 뺨치기 라니 . 덜 덜.. 이따 저녁에 갚아드리 죠 .. 오토오토만의 특별 간호법이 라니 큐 그러면 가온 분명히 옮는다니까요 떽 이러겠죠 . .
7529,2017-09-03,Evaetara_gitt,아 ... 저 저녁에 알 바있는데 오늘도 알바인데.... 오토오토특별 간호법 침대에서 절대 못움직이게 하고 물수건 올려주고 죽쒀서 직 접 먹여주기. 아앜 가온이한테 혼날 수 잇는건가요 그럼 다가갈 애요
7528,2017-09-15,cmdkd22,523400 간호조무사를 보조인력이 아니게 하고 싶으시다면 제발 교육제도 부터 개선하세요. 또한 간호사에 대한 인권신장도 필요하며 간호법부터 제대로 제정부탁드립니다. 모든일은 하나부터 시작하셔야하는거구요. 한번에 바닥부터 천장까지 끌어올리지 마세요 좀
7527,2017-09-15,leehhyo,간협이 그렇게나 밀고 있는 간호법은 무슨 법인지 아무도 알아주지 않고 있는데 나도 뭔 법인지 모름 간호조무사의 의료인 입법은 팍팍 밀어주고.. 뭐.. 이거 전부 표을 잡기 위함이고 돈을 잡기 위함인거 알지.. 뭐 환자 상태는 알바 아니지.
7526,2017-09-16,M_arch_en,탐라에서 돌고있는 간호법 제정안이 반대되어야하는 이유입니다... 근데 잘 설명이 안되어있는것 같 서 좀 붙이자면.. 간호사 간호조무사를 하려는 큰 이유는 상대적으로 비싼 임금의 간호사를 고용하느니 간호조무사를 더 고용하고자 하는 것이라고 합니다. . 909020181791252480 1 . 909020181791252480 1
7525,2017-09-23,M_arch_en,앗 글고보니 간호법이 아니라 의료법.... 제정이 아니라 새로 바꾸는.... 거지만... 침착
7524,2017-10-03,im_deli_llap,의심이 생겨도 없어지고 막 그러는 스코티가 아픈날엔 기어코 출근 하려고 옷 갈아입고 현관에 걸어가다가 바닥에 쓰러져 있는 거 커크가 발견 하는데 간호법이 완전 클래식하고 할머니 스타일인거 보고싶다. 막 생강계피차 진하게 우려내서 숟가락으로
7523,2017-10-06,S_game_act,4. 간호학은 성인간호학 아동간호학 정신간호학 노인간호학 지역사회 간호학 모성간호학 기본간호학 정도로 나뉘어져 있으며 해부생리 질병의 발생원리 외과내과적 치료법 간호법 을 위주로 배웁니다. 가끔 보면 굳이 의대랑 비교하면서 후려치는 경우가 있는데
7522,2017-10-18,phs1999,간호사 부족하다고 말하지 마라. 간호법 제정과 처우개선이 최우선이다 모든 언론사는 말이 아닌 발로 뛰어 기사를 쓰는게 기본인데 간호사에 대한 기사 제대로 쓴거 본적 없다. 준종합 이하 간호사 실태 파악 1년 동안해서 써보라 의료발전에 도움될꺼다 . 920567742876434433
