,작성일,작성자,내용
5904,2013-03-11,sid_area,이때까지스토킹은법률도제대로없고가해자가회피하면처벌도없었는데앞으로강화하면되는거지왤캐말이많나
5905,2013-03-11,syh24,6 과다노출 5만원 스토킹 8만원 암표판매 16만원 . 4 박근혜 정부의 첫 국무회의 작품이 경범죄에 관한 것이고 과다노출 처벌도 포함됐다고... 장발 미니스커트 단속하던 그 시절이 떠오르네요.
5917,2013-03-11,ES_Kwon,과다노출 5만원 스토킹 8만원 암표판매 16만원 . . . 20130311104213524 2 박대통령에겐 정말 미안하지만 과다노출 단속 처벌이 정부 첫 국무회의에서 논의할 정도로 심각하게 다루는 게 그 시절 을 떠올리게 만드네.
39,2013-03-11,HowGeeek,예전 스토킹 처벌 여자가 그남자를 고소 경찰수사 죄가 입증되면 처벌 13년 스토킹 처벌 경찰이 님 스토커 하면 처벌
457,2013-03-11,Irene_sefe,현실스토킹이 아니라 인터넷 마이너스 스토킹이래도 암표 판매보다 스토킹이 더 가벼운 처벌을 받는게 이상하다... 으음 형법도 아니고 시행령일 뿐이지만...
456,2013-03-11,wisdominsoul,0216 아 스토킹의 강도따라 사실 바로 집어넣으면 보복도 많이 하니 일단 주의차원에서 지나치게 강한 처벌은 반발을 가져오기땜시 일단 경고받음 자숙하란 의미죠 스토킹 상태가 지나치면 물론 중범죄로 처벌이죠
5900,2013-03-11,liebestraum_yan,근데 과다노출 5만원도 웃기지만 암표판매가 16만원인데 스토킹이 8만원 범칙금을 물릴 게 아니라 형사처벌 해야 하는 범죄를.....
5899,2013-03-11,liebestraum_yan,0326 스토킹 8만원은 작년부터 나왔던 이야기이긴 한데 처벌 강화를 해야지 벌금 쉬먀....
5898,2013-03-11,jobyun,2 스토킹 경범죄 처벌 괜찮을까 . . . . 69 15 142 142 81 또 다른 문제점은 판결이 내려진 사건을 두 번 이상 재판하지 않는다는 일사부재리 원칙 이 면죄부로 오용될 소지가 크다는 점이다. 실화도 있었던걸로..
5897,2013-03-11,kim_fle,2 스토킹에서 더 나가면 거기서 또 새로운 죄목이 추가될 고... 그리고 그 논리는 너무나갔음 무슨 처벌 약하다고 범죄를 조장한다니 무슨 고대 법관이세요
5896,2013-03-11,jihpeppermint,과다노출하고 스토킹하고 처벌이 비슷하네 스토킹이 얼마나 끔찍한 범죄인지 모르나 그러면서 무슨 여성대통령
5895,2013-03-11,sacha_jin,스토킹처벌은8만원이면된다고한닼 어쩐짘
5894,2013-03-11,crzbro,기존에는 가벼운 스토킹행위를 처벌할 수 있는 근거조항이 따로 없었습니다. 주거침입이나 협박 등의 수준이 되어야만 형법이나 성특법 등의 특별법을 적용하여 처벌할 수 있었고 그 외에는 처벌을 할래야 할 수 없었죠.
5906,2013-03-11,ejppark,14 과다노출 5만원 스토킹 8만원 암표판매 16만원 . 4 시대가 유신으로 가는구나 좀 있으면 경찰들이 줄자들고 치마길이 재고 있겠군 좀 더 가면 가슴 노출도 단속 처벌 하겠군 개콘이다
5893,2013-03-11,BittleS2,빈집침입이나 흉기은닉소지 스토킹은 벌금 8만원이라고 대중에 공표를 하면 개중에는 실제 처벌 수위가 어떻건간에 아 8만원이군. 별거없네 걍 하고 벌금내지 하는 사람이분먕 있을 거란 말이에요.
5891,2013-03-11,hottchaa,법조문만으로 따졌을 때는 공공장소에서 험악한 문신을 노출만 해도 경범죄처벌법으로 처벌 가능하긴 합니다. 스토킹 가격 8만 원이 더 문제인 듯.
5890,2013-03-11,wiesokim,박근혜 정부 첫번째 국무회의..경범죄 시행령 처리..과다노출 5만원 스토킹 8만원 암표 16만원 하기사 이 엄중한 시기에 군장성들은 우르르골프치시고..청와대는 과다노출등 처벌이 국가위급상황에 걸맞는 업무지.언론만 전쟁..위기 떠벌림의 증거가 저거다
5889,2013-03-11,andls11,국민들이 주제넘는짓 했지 아뿔사 아이고 뭐만 여자라 잖아요... 과다노출하고 스토킹하고 처벌이 비슷하네 스토킹이 얼마나 끔찍한 범죄인지 모르나 그러면서 무슨 여성대통령
5888,2013-03-11,pain_ing,이번에 신설된 경범죄 처벌대상리스트. . 310975112079884289 1 학위 계급 명칭 허위 사용이 경범죄였나 스토킹이 경범죈가
5887,2013-03-11,Viper__K,경범죄 처벌대상에 범칙금이 왜이렇게 약해 .. 스토킹 8만원은 도대체 왜 상향이 안되는건데..
454,2013-03-11,solankider,일단 스토킹이 경범죄로 분류됐다는 것부터가 안습이죠. 예전에 스토킹에 관한 법률안이 상정되었던 것으로 아는데 아마 통과가 안 되었던 것 같아요. 스토킹은 중범죄로 따로이 처벌조항이 만들어져야 한다고 봅니다.
455,2013-03-11,skyjets_,스토킹에 대한 처벌 문제도 마찬가지인데 일단 스토킹이 경범죄에 추가된 것은 작년 2월의 일이며 그 이전까지는 아예 스토킹에 대한 법률적 처벌 자체가 전무했다는 것을 인식할 필요가 있다. 이게 충분하다는 것은 아니지만 무작정 까면 다인가
5892,2013-03-11,bakchaoleum,아이고 뭐만 여자라 잖아요... 과다노출하고 스토킹하고 처벌이 비슷하네 스토킹이 얼마나 끔찍한 범죄인지 모르나 그러면서 무슨 여성대통령
5907,2013-03-11,chatter_tzt,스토킹 이 범죄가 아니라는건 아니구 현행법 으로 처벌 하나 벌금 때리나.. 실효성은 없다고 봄..문제는 과다노출 이거 골때 리는게 실생활에서 규제 들어가면 방송에서도 규제 들어가는 거거든
5885,2013-03-11,ngjs91,후후후 그러니 스토킹관련 처벌 조항이 이렇게 주옥같은거예여 후후후후후
5909,2013-03-11,DM9035,가장 이해할 수 없는 건 대체 왜 암표 판매와 무 방해 등이 빈집 침입과 스토킹보다 처벌이 무겁냐는 거
1280,2013-03-11,plaza_1220,그러게요. 경 중 이 있겠으나 스토킹은 중대범죄 아닌가 . 과다노출하고 스토킹하고 처벌이 비슷하네 스토킹이 얼마나 끔찍한 범죄인지 모르나 그러면서 무슨 여성대통령
1279,2013-03-11,puyon_,처벌리스트를 보니까 내 생각과 현실은 진짜 많이 다르구나. 미신요법도 사람 건강과 직결되는건데도 2만원..스토킹 8만원에 빈집침입도 8만원....근데 문신드러내며 위협이 8만원..스토킹같은거랑 같은 레벨로 보는건가
5908,2013-03-11,mangoes13,스토킹이 왜 경범죄야.. 그리고 과다노출이 바바리맨을 처벌하려는 거라면 그건 이미 음란죄 항목에 처벌규정이 있는 걸로 알고 있는데 ... 내가 잘못 알았나
1277,2013-03-11,suyurikim,스토킹은 중범죄니 법적 처벌 기준을 만들어야죠. 경범죄 처분은 개소리죠. 피해자 기준에서 스토킹을 정의하는게 중요하고 최소 5년 이하 삼천만원 이하 벌금 정도는 때려야.. 아 그리고 혹시라도 친고죄라든가 반의사불벌 식으로 만들면 좆망.
1276,2013-03-11,crzbro,과다노출에 대한 범칙금 부과 스토킹의 경범죄 포함 여부는 경범죄처벌법이라는 처벌법규 그 자체의 문제입니다. 시행령과 시행규칙은 과다노출에 대한 범칙금 부과와 스토킹의 경범죄 포함을 규정한 경범죄처벌법의 시행 매뉴얼 일 뿐이구요.
1275,2013-03-11,anchiyong,과다노출 5만원 스토킹 8만원 암표판매 16만원 경범죄 처벌법 개정안 모호한 점은 보완하고 처벌은 간소화되고 . 4 2
1274,2013-03-11,an_abomination,스토킹 중에서 주거침입이라든지 절도라든지 협박이라든지 폭행이라든지 감금이라든지 하는 형법적 처벌사례들을 제외한 사례들이 8만원이겠죠. 스토킹의 특성상 정의하기가 너무 어렵고 빠르게 그 양태가 변해서 형법에 안 걸리는데도 세게 처벌했다간 위험
1273,2013-03-11,crzbro,경범죄처벌법에서 규제하는 가벼운 스토킹의 수준을 넘는 스토킹의 경우에는 지금까지와 같이 형법과 성폭력범죄의 처벌 등에 관한 특례법 정보통신망 이용촉진 및 정보보호 등에 관한 법률 등으로 처벌합니다.
1272,2013-03-11,__hope_,스토킹은 8만원이라고 민간인 불법사찰 직원사찰한 이마트는 얼마인가.과다노출하면 5만원이라고 유해물질 노출로 백혈병 발생한 삼성은 얼마인가.거짓광고 16만원이라고 허위대선공약한 사람은 얼마인가. 약자 를 향한 처벌보다 강자 를 향한 처벌을 먼저 정하라
1271,2013-03-11,hyun1_bba_bba,아니 과다노출이 남에게 생명의 위협을 줘 스토킹이 줘 스토킹 처벌 더 심해져야되는거아님
1270,2013-03-11,colewiss,스토킹 처벌이나 강화해. 사람이 죽을 수도 있는 행위에 고작 벌금형 그것도 8만원 과다노출에 벌금은 왜 때리냐 거기엔 국민들이 알아서 수위에 따라 흉하다 는 시선 때릴 텐데 그 시대로 돌아가자는 거야 과다노출 스토킹의 벌금 차가 고작 3
1278,2013-03-11,D_hhs,스토킹은 경범말고 그 이상으로 해야되는데...요즘 스토킹이 중한범죄로도 갈 수 있는데 ...아쉽다 경범죄 처벌로 끝나서 강하게 처벌해야되는데
5914,2013-03-11,taurenmoon,아무래도 원래 있던 경범죄처벌이 조금 수정 된 거 같으니 70년대로 돌아갔다는 얘기는 문제가 있겠구나. 깔게 아니네. 물론 스토킹 8만원은 찌바...
5913,2013-03-11,knnstory,오는 22일부터 달라지는 경범죄 처벌 항목 관공서에서 소란을 피우거나 스토킹 광고물을 거리에 뿌리는 행위 구걸로 통행을 방해하는 행위 빈집 침입이나 흉기 휴대 지문채취 불응도 경범죄에 포함 다른법률로 규제 가능한 금연장소 흡연은 경범죄 삭제
5912,2013-03-11,himnya,과다노출 5만원 스토킹 8만원 암표판매 16만원 . . . . 20130311072800001 26 . . 지문채취 불응도 처벌 대상이다
5911,2013-03-11,Blukkun,스토킹은 옛날에는 순애보로 인정받고 그랬으니 암표보다 당연히 처벌수위가 낮은게.. 아 아닙니다
5910,2013-03-11,Blukkun,도감청이 어떻게 스토킹에 들어가지 따로 처벌이 있지 않아
5842,2013-03-12,goldragon9,설마 범칙금모아 복지재원 3 . 8 6 과다노출 5만원 스토킹 8만원 암표판매 16만원 박근혜가 말한 법대로 가 이거였군요. 재벌과 고위 관료들 탈세처벌 특별법을 만들어야할판에 서민들만 잡겠다
5845,2013-03-12,softman012,3 . 8 6 과다노출 5만원 스토킹 8만원 암표판매 16만원 박근혜가 말한 법대로 가 이거였군요. 재벌과 고위 관료들 탈세 처벌 특별법을 만들어야 할 판에 서민들만 잡겠다 보수당 무식
5833,2013-03-12,tnrqhr6554,지금은 1913년 3 . 8 6 과다노출 5만원 스토킹 8만원 암표판매 16만원 박근혜가 말한 법대로 가 이거였군요. 재벌과 고위 관료들 탈세 처벌 특별법을 만들어야 할 판에 서민들만 잡겠다
5834,2013-03-12,_witchlella,스토킹이 경범죄 처벌대상에 보면 뭐 사회수준 나오잖아..
5841,2013-03-12,ASeoyeon777,국가재원 삥뜯는법 3 . 8 6 과다노출 5만원 스토킹8만원 암표판매16만원 박근혜가 말한 법대로 가 이거였군요. 재벌과 고위 관료들 탈세 처벌 특별법을 만들어야 할 판에 서민들만 잡겠다
5840,2013-03-12,jysida,스토킹도 경미한 것은 경범죄처벌법으로 처벌되지만 협박 등을 통해 다른 형사법을 위반하면 형사처벌 받게 됩니다..
5839,2013-03-12,1219corruption,바바리맨 처벌은 여성대통령을 위한 써비스 인거냐 아니면 과다노출로 국민들 반응 한번 떠보고 않좋으니 바바리맨으로 급수정이냐 북핵 안보 민생 지랄 떨더니 시급한 사항이 과다노출 스토킹 암표판매 단속이라니... 바람소리
5838,2013-03-12,you6037,바바리맨은 음란물공연인데 왠 과다 노출 바바리맨 처벌은 여성대통령을 위한 써비스 인거냐 아니면 과다노출로 국민들 반응 한번 떠보고 않좋으니 바바리맨으로 급수정이냐 북핵 안보 민생 지랄 떨더니 시급한 사항이 과다노출 스토킹 암표판매 단속이라
5837,2013-03-12,bojun00,과다노출은 상금을 줘야지 왜 처벌한데 암표가 스토킹보다 벌금이 더 많은 이유는 또 머래 해외토픽감이네...
5843,2013-03-12,thesafetyboat,스토킹 하고 싶으면 8만 원 경범죄 처벌 개정안 실효성 ... 인권연대 . . 7 . 3588
5836,2013-03-12,paralumina,1954년 생긴 경범죄처벌법은 10여차례 개정됐습니다. 시대상변화도 엿볼 수 있어요. 처벌실효성이 없는 뱀 등 진열행위 굴뚝 등 관리소홀 비밀 춤 교습 및 장소 제공 등 삭제 스토킹 술에 취해 관공서에서 난동을 부리는 행위 포함.
5830,2013-03-12,wonnie_hs,청소년이들도 많을것이고 스토킹인가 구분짓는것도 애매하고 처벌이 가능하려나...
5825,2013-03-12,Rechtsaesthetik,정권의 방향성을 보여 주는 첫 국무회의에서 박근혜 정부는 범칙금 의결이나 하는 등 무신경했다고 보지만 그보다는 의결을 위한 숙의과정이 없었다는 점과 스토킹이나 바바리맨 등에 관한 처벌을 법률이 아닌 시행령으로 함에 대한 찬반논란이 없음이 안타깝다.
5826,2013-03-12,ohkerna_LL,스토킹이라면 법적으로 처벌도 가능하며 상해를 입으셨다면 폭행죄로 고소 할수있습니다
5831,2013-03-12,187Centi,올 여름에는 맘에 드는 이성에게 작업걸다 경찰에 걸리면 과대노출 스토킹으로 쌍방처벌 받습니다.물속에서 작업걸면 물길흐름방해로 각2만원씩 추가되며 빈집털이 강도들은 8만원만 물면되니 각자 문단속 철저히 합시다. . 187 311349228297400320 1
1266,2013-03-12,jbj_jot,그리 우려하는 스토킹의 폭력적 형태는 다른 형법으로 처벌이 가능해요. 저건 단순한 스토킹을 처벌하고 저 법조문을 근거고 경찰력을 투입할 수 있게 되는거죠.
1267,2013-03-12,lsm20300,과다노출 처벌의 문제는 경찰이 몸매 좋고 헐벗은 아가씨를 찍는다. 경범죄 처벌을 명목으로 나이 주소 이름 등을 주민등록증을 통해 알아낸다. 스토킹을 한다. 다른 경찰에 신고하면 8민원을 내고 계속 스토킹한다.
1265,2013-03-12,tkfjsrks,다들 과다노출 규제에 집중하고 있을 때 사실 그 처벌 수위가 더 낮아졌음에도 불과하고.... 난 스토킹하면 벌칙금 8만원이 부과된다는 터무니없는 낮은 처벌수위에 황당해하고 있다... 스토킹에 겨우 8만원
